"id","dzien","godz","tydzien","id_grupy_grup","id_sale","id_wykladowcy","id_zajecia"
"3590","Sr"," 9:15-10:00","n","345","83","122","128"
"3591","Sr"," 9:15-10:00","p","345","83","123","128"
"3592","Czw"," 9:15-10:00","n","346","111","358","127"
"3593","Czw"," 9:15-10:00","p","346","111","359","127"
"3594","Pt"," 9:15-10:00","n","341","83","316","129"
"3595","Pt"," 9:15-10:00","p","341","83","317","129"
"3596","Pon","10:00-10:45","p","341","104","257","93"
"3597","Pon","10:00-10:45","n","344","9","1237","125"
"3598","Pon","10:00-10:45","p","344","9","1238","125"
"3599","Wt","10:00-10:45","n","341","83","144","128"
"3600","Wt","10:00-10:45","p","342","83","145","128"
"3601","Sr","10:00-10:45","n","345","83","122","128"
"3602","Sr","10:00-10:45","p","345","83","123","128"
"3603","Czw","10:00-10:45","n","346","111","358","127"
"3604","Czw","10:00-10:45","p","346","111","359","127"
"3605","Pt","10:00-10:45","n","341","83","316","129"
"3606","Pt","10:00-10:45","p","341","83","317","129"
"3607","Pon","11:00-11:45","n","347","11","364","100"
"3608","Pon","11:00-11:45","p","347","3","177","96"
"3609","Wt","11:00-11:45","n","339","12","1239","130"
"3610","Wt","11:00-11:45","p","339","10","1240","131"
"3611","Sr","11:00-11:45","n","340","83","122","128"
"3612","Sr","11:00-11:45","p","340","83","123","128"
"3613","Pt","11:00-11:45","n","341","83","316","129"
"3614","Pt","11:00-11:45","p","341","83","317","129"
"3615","Pon","11:45-12:30","n","347","11","364","100"
"3616","Pon","11:45-12:30","p","347","3","177","96"
"3617","Wt","11:45-12:30","n","339","12","1239","130"
"3618","Wt","11:45-12:30","p","339","10","1240","131"
"3619","Sr","11:45-12:30","n","340","83","122","128"
"3620","Sr","11:45-12:30","p","340","83","123","128"
"3621","Pt","11:45-12:30","n","339","1","1241","129"
"3622","Pt","11:45-12:30","p","339","1","1242","129"
"3623","Pt","11:45-12:30","n","344","83","1243","129"
"3624","Pt","11:45-12:30","p","344","83","1244","129"
"3625","Pon","12:45-13:30","n","341","3","312","125"
"3626","Pon","12:45-13:30","p","341","3","313","125"
"3627","Pon","12:45-13:30","n","344","109","1245","93"
"3628","Wt","12:45-13:30","n","339","12","1239","130"
"3629","Wt","12:45-13:30","p","339","10","1240","131"
"3630","Czw","12:45-13:30","n","343","114","1246","130"
"3631","Czw","12:45-13:30","p","346","114","327","130"
"3632","Pt","12:45-13:30","n","339","1","1241","129"
"3633","Pt","12:45-13:30","p","339","1","1242","129"
"3634","Pt","12:45-13:30","n","344","83","1243","129"
"3635","Pt","12:45-13:30","p","344","83","1244","129"
"3636","Pon","13:30-14:15","n","341","3","312","125"
"3637","Pon","13:30-14:15","p","341","3","313","125"
"3638","Pon","13:30-14:15","n","344","109","1245","93"
"3639","Sr","13:30-14:15","n","348","81","1247","132"
"3640","Sr","13:30-14:15","p","348","81","1248","132"
"3641","Czw","13:30-14:15","n","343","114","1246","130"
"3642","Czw","13:30-14:15","p","346","114","327","130"
"3643","Pt","13:30-14:15","n","339","1","1241","129"
"3644","Pt","13:30-14:15","p","339","1","1242","129"
"3645","Pt","13:30-14:15","n","344","83","1243","129"
"3646","Pt","13:30-14:15","p","344","83","1244","129"
"3647","Pon","14:30-15:15","p","349","4","349","133"
"3648","Sr","14:30-15:15","n","348","81","1247","132"
"3649","Sr","14:30-15:15","p","348","81","1248","132"
"3650","Czw","14:30-15:15","n","343","114","1246","130"
"3651","Czw","14:30-15:15","p","346","114","327","130"
"3652","Pon","15:15-16:00","p","349","4","349","133"
"3653","Sr","15:15-16:00","n","339","12","1230","93"
"3654","Pon","16:15-17:00","n","345","81","344","126"
"3655","Pon","16:15-17:00","p","345","81","345","126"
"3656","Wt","16:15-17:00","n","349","164","300","103"
"3657","Wt","16:15-17:00","p","349","164","301","103"
"3658","Sr","16:15-17:00","n","339","12","1230","93"
"3659","Czw","16:15-17:00","n","340","81","344","132"
"3660","Czw","16:15-17:00","p","340","81","345","132"
"3661","Pon","17:00-17:45","n","345","81","344","126"
"3662","Pon","17:00-17:45","p","345","81","345","126"
"3663","Wt","17:00-17:45","n","349","164","300","103"
"3664","Wt","17:00-17:45","p","349","164","301","103"
"3665","Czw","17:00-17:45","n","340","81","344","132"
"3666","Czw","17:00-17:45","p","340","81","345","132"
"3667","Wt","18:00-18:45","n","339","1","1232","103"
"3668","Wt","18:00-18:45","p","339","1","1233","103"
"3669","Sr","18:00-18:45","p","339","161","1249","132"
"3670","Wt","18:45-19:30","n","339","1","1232","103"
"3671","Wt","18:45-19:30","p","339","1","1233","103"
"3672","Sr","18:45-19:30","p","339","161","1249","132"
"3673","Pon"," 7:30- 8:15","n","350","7","1234","125"
"3674","Czw"," 7:30- 8:15","n","351","111","1235","127"
"3675","Czw"," 7:30- 8:15","p","351","111","1236","127"
"3676","Pon"," 8:15- 9:00","n","350","7","1234","125"
"3677","Czw"," 8:15- 9:00","n","351","111","1235","127"
"3678","Czw"," 8:15- 9:00","p","351","111","1236","127"
"3679","Pon"," 9:15-10:00","n","352","9","1237","125"
"3680","Pon"," 9:15-10:00","p","352","9","1238","125"
"3681","Wt"," 9:15-10:00","n","353","9","312","125"
"3682","Wt"," 9:15-10:00","p","353","9","313","125"
"3683","Sr"," 9:15-10:00","n","354","112","240","134"
"3684","Sr"," 9:15-10:00","p","355","112","241","134"
"3685","Pt"," 9:15-10:00","n","353","165","318","129"
"3686","Pt"," 9:15-10:00","p","353","165","319","129"
"3687","Pon","10:00-10:45","n","352","9","1237","125"
"3688","Pon","10:00-10:45","p","352","9","1238","125"
"3689","Wt","10:00-10:45","n","353","9","312","125"
