"id","dzien","godz","tydzien","id_grupy_grup","id_sale","id_wykladowcy","id_zajecia"
"1236","Pon","18:00-18:45","p","111","13","915","5"
"1237","Czw","18:00-18:45","n","107","96","346","11"
"1238","Czw","18:00-18:45","p","107","96","347","11"
"1239","Pt","18:00-18:45","n","111","161","916","10"
"1240","Pt","18:00-18:45","p","111","161","917","10"
"1241","Pon","18:45-19:30","n","111","13","914","5"
"1242","Pon","18:45-19:30","p","111","13","915","5"
"1243","Czw","18:45-19:30","n","107","96","346","11"
"1244","Czw","18:45-19:30","p","107","96","347","11"
"1245","Pt","18:45-19:30","n","111","161","916","10"
"1246","Pt","18:45-19:30","p","111","161","917","10"
"1247","Pt","19:45-20:30","n","111","161","916","10"
"1248","Pt","19:45-20:30","p","111","161","917","10"
"1249","Pt"," 7:30- 8:15","n","115","118","46","25"
"1250","Czw"," 8:15- 9:00","n","116","158","906","5"
"1251","Czw"," 8:15- 9:00","p","117","159","994","5"
"1252","Pt"," 8:15- 9:00","n","115","118","46","25"
"1253","Wt"," 9:15-10:00","n","118","13","995","26"
"1254","Wt"," 9:15-10:00","p","118","13","996","26"
"1255","Sr"," 9:15-10:00","n","115","18","62","4"
"1256","Czw"," 9:15-10:00","n","116","158","906","5"
"1257","Czw"," 9:15-10:00","n","117","159","994","5"
"1258","Czw"," 9:15-10:00","n","119","24","238","4"
"1259","Czw"," 9:15-10:00","n","116","24","239","4"
"1260","Czw"," 9:15-10:00","n","117","119","997","25"
"1261","Czw"," 9:15-10:00","p","119","58","403","27"
"1262","Pt"," 9:15-10:00","n","115","47","200","27"
"1263","Wt","10:00-10:45","n","118","13","995","26"
"1264","Wt","10:00-10:45","p","118","13","996","26"
"1265","Sr","10:00-10:45","n","115","18","62","4"
"1266","Czw","10:00-10:45","n","116","158","906","5"
"1267","Czw","10:00-10:45","n","117","159","994","5"
"1268","Czw","10:00-10:45","n","119","24","238","4"
"1269","Czw","10:00-10:45","n","116","24","239","4"
"1270","Czw","10:00-10:45","n","117","119","997","25"
"1271","Czw","10:00-10:45","p","119","58","403","27"
"1272","Pt","10:00-10:45","n","115","47","200","27"
"1273","Wt","11:00-11:45","n","120","3","998","6"
"1274","Wt","11:00-11:45","p","120","3","999","6"
"1275","Sr","11:00-11:45","n","120","3","1000","6"
"1276","Sr","11:00-11:45","n","120","3","1001","6"
"1277","Sr","11:00-11:45","n","120","4","885","6"
"1278","Sr","11:00-11:45","p","120","4","886","6"
"1279","Czw","11:00-11:45","p","118","10","1002","27"
"1280","Pt","11:00-11:45","n","115","5","28","7"
"1281","Pt","11:00-11:45","p","115","5","29","7"
"1282","Wt","11:45-12:30","n","120","3","998","6"
"1283","Wt","11:45-12:30","p","120","3","999","6"
"1284","Sr","11:45-12:30","n","120","3","1000","6"
"1285","Sr","11:45-12:30","n","120","3","1001","6"
"1286","Sr","11:45-12:30","n","120","4","885","6"
"1287","Sr","11:45-12:30","p","120","4","886","6"
"1288","Czw","11:45-12:30","p","118","10","1002","27"
"1289","Pt","11:45-12:30","n","115","5","28","7"
"1290","Pt","11:45-12:30","p","115","5","29","7"
"1291","Wt","12:45-13:30","n","120","3","1003","6"
"1292","Wt","12:45-13:30","p","120","3","1004","6"
"1293","Czw","12:45-13:30","n","116","118","330","25"
"1294","Czw","12:45-13:30","n","117","24","1005","4"
"1295","Czw","12:45-13:30","n","119","55","428","28"
"1296","Czw","12:45-13:30","p","116","55","429","28"
"1297","Pt","12:45-13:30","n","115","5","28","7"
"1298","Pt","12:45-13:30","p","115","5","29","7"
"1299","Wt","13:30-14:15","n","120","3","1003","6"
"1300","Wt","13:30-14:15","p","120","3","1004","6"
"1301","Czw","13:30-14:15","n","116","118","330","25"
"1302","Czw","13:30-14:15","n","119","157","907","5"
"1303","Czw","13:30-14:15","n","117","24","1005","4"
"1304","Czw","13:30-14:15","n","119","55","428","28"
"1305","Czw","13:30-14:15","p","116","55","429","28"
"1306","Pon","14:30-15:15","n","118","52","1006","28"
"1307","Pon","14:30-15:15","p","118","10","1007","25"
"1308","Wt","14:30-15:15","n","121","9","62","4"
"1309","Wt","14:30-15:15","p","122","9","63","4"
"1310","Sr","14:30-15:15","p","117","51","1008","26"
"1311","Czw","14:30-15:15","n","116","58","402","27"
"1312","Czw","14:30-15:15","n","119","157","907","5"
"1313","Czw","14:30-15:15","n","119","118","330","25"
"1314","Czw","14:30-15:15","p","117","55","1009","28"
"1315","Pt","14:30-15:15","n","118","1","992","7"
"1316","Pt","14:30-15:15","p","118","2","913","4"
"1317","Pon","15:15-16:00","n","118","52","1006","28"
"1318","Pon","15:15-16:00","p","118","10","1007","25"
"1319","Wt","15:15-16:00","n","121","9","62","4"
"1320","Wt","15:15-16:00","p","122","9","63","4"
"1321","Sr","15:15-16:00","p","117","51","1008","26"
"1322","Czw","15:15-16:00","n","116","58","402","27"
"1323","Czw","15:15-16:00","n","119","157","907","5"
"1324","Czw","15:15-16:00","n","119","118","330","25"
"1325","Czw","15:15-16:00","p","117","55","1009","28"
"1326","Pt","15:15-16:00","n","118","1","992","7"
"1327","Pt","15:15-16:00","p","118","2","913","4"
"1328","Pon","16:15-17:00","n","118","13","1010","5"
"1329","Pon","16:15-17:00","p","118","13","1011","5"
"1330","Czw","16:15-17:00","n","119","51","402","26"
"1331","Czw","16:15-17:00","p","116","51","403","26"
"1332","Pt","16:15-17:00","p","117","58","1012","27"
"1333","Pon","17:00-17:45","n","118","13","1010","5"
"1334","Pon","17:00-17:45","p","118","13","1011","5"
"1335","Czw","17:00-17:45","n","119","51","402","26"
"1336","Czw","17:00-17:45","p","116","51","403","26"
"1337","Pt","17:00-17:45","p","117","58","1012","27"
"1338","Pon"," 7:30- 8:15","n","123","9","62","4"
"1339","Pon"," 7:30- 8:15","p","124","9","63","4"
"1340","Pt"," 7:30- 8:15","n","125","7","384","7"
"1341","Pt"," 7:30- 8:15","p","125","7","385","7"
"1342","Pon"," 8:15- 9:00","n","123","9","62","4"
"1343","Pon"," 8:15- 9:00","p","124","9","63","4"
"1344","Czw"," 8:15- 9:00","n","126","159","881","5"
"1345","Czw"," 8:15- 9:00","p","127","159","994","5"
"1346","Pt"," 8:15- 9:00","n","125","7","384","7"
"1347","Pt"," 8:15- 9:00","p","125","7","385","7"
"1348","Wt"," 9:15-10:00","n","128","13","995","26"
"1349","Wt"," 9:15-10:00","p","128","13","996","26"
"1350","Sr"," 9:15-10:00","p","125","18","63","4"
"1351","Czw"," 9:15-10:00","n","126","159","881","5"
"1352","Czw"," 9:15-10:00","n","127","159","994","5"
"1353","Czw"," 9:15-10:00","n","129","58","402","27"
"1354","Czw"," 9:15-10:00","n","127","119","997","25"
"1355","Pt"," 9:15-10:00","n","125","7","384","7"
"1356","Pt"," 9:15-10:00","p","125","7","385","7"
"1357","Wt","10:00-10:45","n","128","13","995","26"
"1358","Wt","10:00-10:45","p","128","13","996","26"
"1359","Sr","10:00-10:45","p","125","18","63","4"
"1360","Czw","10:00-10:45","n","126","159","881","5"
"1361","Czw","10:00-10:45","n","127","159","994","5"
"1362","Czw","10:00-10:45","n","129","58","402","27"
"1363","Czw","10:00-10:45","n","127","119","997","25"
"1364","Wt","11:00-11:45","n","130","3","998","6"
"1365","Wt","11:00-11:45","p","130","3","999","6"
"1366","Sr","11:00-11:45","n","130","3","1000","6"
"1367","Sr","11:00-11:45","n","130","3","1001","6"
"1368","Sr","11:00-11:45","n","130","4","885","6"
"1369","Sr","11:00-11:45","p","130","4","886","6"
"1370","Czw","11:00-11:45","n","129","24","238","4"
"1371","Czw","11:00-11:45","p","128","10","1002","27"
"1372","Pt","11:00-11:45","n","125","47","200","27"
"1373","Wt","11:45-12:30","n","130","3","998","6"
"1374","Wt","11:45-12:30","p","130","3","999","6"
"1375","Sr","11:45-12:30","n","130","3","1000","6"
"1376","Sr","11:45-12:30","n","130","3","1001","6"
"1377","Sr","11:45-12:30","n","130","4","885","6"
"1378","Sr","11:45-12:30","p","130","4","886","6"
"1379","Czw","11:45-12:30","n","129","24","238","4"
"1380","Czw","11:45-12:30","p","128","10","1002","27"
"1381","Pt","11:45-12:30","n","125","47","200","27"
"1382","Wt","12:45-13:30","n","130","3","1003","6"
"1383","Wt","12:45-13:30","p","130","3","1004","6"
"1384","Czw","12:45-13:30","n","129","118","331","25"
"1385","Czw","12:45-13:30","n","127","24","1005","4"
"1386","Czw","12:45-13:30","p","126","24","239","4"
"1387","Pt","12:45-13:30","p","129","55","429","28"
"1388","Wt","13:30-14:15","n","130","3","1003","6"
"1389","Wt","13:30-14:15","p","130","3","1004","6"
"1390","Czw","13:30-14:15","n","129","157","930","5"
"1391","Czw","13:30-14:15","n","129","118","331","25"
"1392","Czw","13:30-14:15","n","127","24","1005","4"
"1393","Czw","13:30-14:15","p","126","24","239","4"
"1394","Pt","13:30-14:15","p","129","55","429","28"
"1395","Pon","14:30-15:15","n","128","52","1006","28"
"1396","Pon","14:30-15:15","p","128","10","1007","25"
"1397","Wt","14:30-15:15","n","125","118","46","25"
"1398","Sr","14:30-15:15","p","127","51","1008","26"
"1399","Czw","14:30-15:15","n","129","157","930","5"
"1400","Czw","14:30-15:15","n","126","118","331","25"
"1401","Czw","14:30-15:15","n","126","55","428","28"
"1402","Czw","14:30-15:15","p","127","55","1009","28"
"1403","Pt","14:30-15:15","n","128","1","992","7"
"1404","Pt","14:30-15:15","p","128","2","913","4"
"1405","Pon","15:15-16:00","n","128","52","1006","28"
"1406","Pon","15:15-16:00","p","128","10","1007","25"
"1407","Wt","15:15-16:00","n","125","118","46","25"
"1408","Sr","15:15-16:00","p","127","51","1008","26"
"1409","Czw","15:15-16:00","n","129","157","930","5"
"1410","Czw","15:15-16:00","n","126","118","331","25"
"1411","Czw","15:15-16:00","n","126","55","428","28"
"1412","Czw","15:15-16:00","p","127","55","1009","28"
"1413","Pt","15:15-16:00","n","128","1","992","7"
"1414","Pt","15:15-16:00","p","128","2","913","4"
"1415","Pon","16:15-17:00","n","128","13","1010","5"
"1416","Pon","16:15-17:00","p","128","13","1011","5"
"1417","Wt","16:15-17:00","n","129","51","402","26"
"1418","Wt","16:15-17:00","p","126","51","403","26"
"1419","Pt","16:15-17:00","n","126","58","402","27"
"1420","Pt","16:15-17:00","p","127","58","1012","27"
"1421","Pon","17:00-17:45","n","128","13","1010","5"
"1422","Pon","17:00-17:45","p","128","13","1011","5"
"1423","Wt","17:00-17:45","n","129","51","402","26"
"1424","Wt","17:00-17:45","p","126","51","403","26"
"1425","Pt","17:00-17:45","n","126","58","402","27"
"1426","Pt","17:00-17:45","p","127","58","1012","27"
"1427","Pt"," 7:30- 8:15","p","131","47","201","8"
"1428","Czw"," 8:15- 9:00","p","132","67","309","1"
"1429","Pt"," 8:15- 9:00","n","133","67","308","1"
"1430","Pt"," 8:15- 9:00","p","131","47","201","8"
"1431","Pon"," 9:15-10:00","n","133","27","238","4"
"1432","Pon"," 9:15-10:00","p","132","27","239","4"
"1433","Sr"," 9:15-10:00","n","134","5","1013","6"
"1434","Sr"," 9:15-10:00","p","134","5","1014","6"
"1435","Czw"," 9:15-10:00","n","132","118","68","29"
"1436","Czw"," 9:15-10:00","p","133","118","69","29"
"1437","Czw"," 9:15-10:00","p","132","67","309","1"
"1438","Pt"," 9:15-10:00","n","133","67","308","1"
"1439","Pt"," 9:15-10:00","p","135","10","1015","29"
"1440","Pon","10:00-10:45","n","133","27","238","4"
"1441","Pon","10:00-10:45","p","132","27","239","4"
"1442","Sr","10:00-10:45","n","134","5","1013","6"
"1443","Sr","10:00-10:45","p","134","5","1014","6"
"1444","Czw","10:00-10:45","n","132","118","68","29"
"1445","Czw","10:00-10:45","p","133","118","69","29"
"1446","Czw","10:00-10:45","p","132","67","309","1"
"1447","Pt","10:00-10:45","n","133","67","308","1"
"1448","Pt","10:00-10:45","p","135","10","1015","29"
"1449","Pon","11:00-11:45","n","135","7","1016","30"
"1450","Pon","11:00-11:45","p","136","27","1017","4"
"1451","Wt","11:00-11:45","n","137","11","100","4"
"1452","Wt","11:00-11:45","p","137","11","101","4"
"1453","Sr","11:00-11:45","n","134","5","1018","6"
"1454","Sr","11:00-11:45","n","134","5","1019","6"
"1455","Sr","11:00-11:45","n","134","4","885","6"
"1456","Sr","11:00-11:45","p","134","4","886","6"
"1457","Czw","11:00-11:45","n","132","159","906","5"
"1458","Czw","11:00-11:45","p","133","159","882","5"
"1459","Pon","11:45-12:30","n","135","7","1016","30"
"1460","Pon","11:45-12:30","p","136","27","1017","4"
"1461","Wt","11:45-12:30","n","137","11","100","4"
"1462","Wt","11:45-12:30","p","137","11","101","4"
"1463","Sr","11:45-12:30","n","134","5","1018","6"
"1464","Sr","11:45-12:30","n","134","5","1019","6"
"1465","Sr","11:45-12:30","n","134","4","885","6"
"1466","Sr","11:45-12:30","p","134","4","886","6"
"1467","Czw","11:45-12:30","n","132","159","906","5"
"1468","Czw","11:45-12:30","p","133","159","882","5"
"1469","Pon","12:45-13:30","n","131","7","116","30"
"1470","Pon","12:45-13:30","p","131","67","309","1"
"1471","Wt","12:45-13:30","n","131","6","100","4"
"1472","Wt","12:45-13:30","p","131","6","101","4"
"1473","Sr","12:45-13:30","n","134","5","1020","6"
"1474","Sr","12:45-13:30","p","134","5","1021","6"
"1475","Czw","12:45-13:30","n","132","159","906","5"
"1476","Czw","12:45-13:30","p","133","159","882","5"
"1477","Czw","12:45-13:30","p","132","58","403","3"
"1478","Pt","12:45-13:30","p","133","58","403","3"
"1479","Pon","13:30-14:15","n","131","7","116","30"
"1480","Pon","13:30-14:15","p","131","67","309","1"
"1481","Wt","13:30-14:15","n","131","6","100","4"
"1482","Wt","13:30-14:15","p","131","6","101","4"
"1483","Sr","13:30-14:15","n","134","5","1020","6"
"1484","Sr","13:30-14:15","p","134","5","1021","6"
"1485","Czw","13:30-14:15","p","132","58","403","3"
"1486","Pt","13:30-14:15","p","133","58","403","3"
"1487","Pon","14:30-15:15","n","135","2","889","1"
"1488","Pon","14:30-15:15","p","135","2","890","4"
"1489","Wt","14:30-15:15","n","138","105","350","31"
"1490","Wt","14:30-15:15","p","137","105","351","31"
"1491","Sr","14:30-15:15","n","131","6","368","7"
"1492","Sr","14:30-15:15","p","131","6","369","7"
"1493","Czw","14:30-15:15","n","135","8","1022","32"
"1494","Czw","14:30-15:15","p","135","8","912","7"
"1495","Pt","14:30-15:15","p","135","1","993","8"
"1496","Pon","15:15-16:00","n","135","2","889","1"
"1497","Pon","15:15-16:00","p","135","2","890","4"
"1498","Wt","15:15-16:00","n","138","105","350","31"
"1499","Wt","15:15-16:00","p","137","105","351","31"
"1500","Sr","15:15-16:00","n","131","6","368","7"
"1501","Sr","15:15-16:00","p","131","6","369","7"
"1502","Czw","15:15-16:00","n","135","8","1022","32"
"1503","Czw","15:15-16:00","p","135","8","912","7"
"1504","Pt","15:15-16:00","p","135","1","993","8"
"1505","Pon","16:15-17:00","n","135","13","1010","5"
"1506","Pon","16:15-17:00","p","135","13","1011","5"
"1507","Wt","16:15-17:00","n","138","7","100","4"
"1508","Wt","16:15-17:00","p","138","7","101","4"
"1509","Sr","16:15-17:00","n","131","6","368","7"
"1510","Sr","16:15-17:00","p","131","6","369","7"
"1511","Pon","17:00-17:45","n","135","13","1010","5"
"1512","Pon","17:00-17:45","p","135","13","1011","5"
"1513","Wt","17:00-17:45","n","138","7","100","4"
"1514","Wt","17:00-17:45","p","138","7","101","4"
"1515","Pon"," 8:15- 9:00","n","139","5","230","7"
"1516","Pon"," 8:15- 9:00","p","139","5","231","7"
"1517","Czw"," 8:15- 9:00","n","140","157","905","5"
"1518","Czw"," 8:15- 9:00","p","141","158","978","5"
"1519","Pon"," 9:15-10:00","n","139","5","230","7"
"1520","Pon"," 9:15-10:00","p","139","5","231","7"
"1521","Sr"," 9:15-10:00","n","142","5","1013","6"
"1522","Sr"," 9:15-10:00","p","142","5","1014","6"
"1523","Czw"," 9:15-10:00","n","140","157","905","5"
"1524","Czw"," 9:15-10:00","p","141","158","978","5"
"1525","Pt"," 9:15-10:00","n","139","8","116","30"
"1526","Pt"," 9:15-10:00","p","143","10","1015","29"
"1527","Pon","10:00-10:45","n","139","5","230","7"
"1528","Pon","10:00-10:45","p","139","5","231","7"
"1529","Sr","10:00-10:45","n","142","5","1013","6"
"1530","Sr","10:00-10:45","p","142","5","1014","6"
"1531","Czw","10:00-10:45","n","140","157","905","5"
"1532","Czw","10:00-10:45","p","141","158","978","5"
"1533","Pt","10:00-10:45","n","139","8","116","30"
"1534","Pt","10:00-10:45","p","143","10","1015","29"
"1535","Pon","11:00-11:45","n","143","7","1016","30"
"1536","Pon","11:00-11:45","p","144","27","1017","4"
"1537","Wt","11:00-11:45","n","141","26","238","4"
"1538","Wt","11:00-11:45","p","140","26","239","4"
"1539","Sr","11:00-11:45","n","142","5","1018","6"
"1540","Sr","11:00-11:45","n","142","5","1019","6"
"1541","Sr","11:00-11:45","n","142","4","885","6"
"1542","Sr","11:00-11:45","p","142","4","886","6"
"1543","Czw","11:00-11:45","n","141","58","402","3"
"1544","Czw","11:00-11:45","p","140","58","403","3"
"1545","Pt","11:00-11:45","n","141","118","68","29"
"1546","Pt","11:00-11:45","p","140","118","69","29"
"1547","Pon","11:45-12:30","n","143","7","1016","30"
"1548","Pon","11:45-12:30","p","144","27","1017","4"
"1549","Wt","11:45-12:30","n","141","26","238","4"
"1550","Wt","11:45-12:30","p","140","26","239","4"
"1551","Sr","11:45-12:30","n","142","5","1018","6"
"1552","Sr","11:45-12:30","n","142","5","1019","6"
"1553","Sr","11:45-12:30","n","142","4","885","6"
"1554","Sr","11:45-12:30","p","142","4","886","6"
"1555","Czw","11:45-12:30","n","141","58","402","3"
"1556","Czw","11:45-12:30","p","140","58","403","3"
"1557","Pt","11:45-12:30","n","141","118","68","29"
"1558","Pt","11:45-12:30","p","140","118","69","29"
"1559","Pon","12:45-13:30","n","139","67","308","1"
"1560","Pon","12:45-13:30","p","145","105","351","31"
"1561","Wt","12:45-13:30","n","146","105","350","31"
"1562","Sr","12:45-13:30","n","142","5","1020","6"
"1563","Sr","12:45-13:30","p","142","5","1021","6"
"1564","Czw","12:45-13:30","n","146","33","100","4"
"1565","Czw","12:45-13:30","p","146","33","101","4"
"1566","Pt","12:45-13:30","p","139","47","201","8"
"1567","Pon","13:30-14:15","n","139","67","308","1"
"1568","Pon","13:30-14:15","p","145","105","351","31"
"1569","Wt","13:30-14:15","n","146","105","350","31"
"1570","Sr","13:30-14:15","n","142","5","1020","6"
"1571","Sr","13:30-14:15","p","142","5","1021","6"
"1572","Czw","13:30-14:15","n","146","33","100","4"
"1573","Czw","13:30-14:15","p","146","33","101","4"
"1574","Pt","13:30-14:15","p","139","47","201","8"
"1575","Pon","14:30-15:15","n","143","2","889","1"
"1576","Pon","14:30-15:15","p","143","2","890","4"
"1577","Wt","14:30-15:15","n","141","67","308","1"
"1578","Wt","14:30-15:15","p","140","67","309","1"
"1579","Sr","14:30-15:15","n","145","9","100","4"
"1580","Sr","14:30-15:15","p","145","9","101","4"
"1581","Czw","14:30-15:15","n","143","8","1022","32"
"1582","Czw","14:30-15:15","p","143","8","912","7"
"1583","Pt","14:30-15:15","p","143","1","993","8"
"1584","Pon","15:15-16:00","n","143","2","889","1"
"1585","Pon","15:15-16:00","p","143","2","890","4"
"1586","Wt","15:15-16:00","n","141","67","308","1"
"1587","Wt","15:15-16:00","p","140","67","309","1"
"1588","Sr","15:15-16:00","n","145","9","100","4"
"1589","Sr","15:15-16:00","p","145","9","101","4"
"1590","Czw","15:15-16:00","n","143","8","1022","32"
"1591","Czw","15:15-16:00","p","143","8","912","7"
"1592","Pt","15:15-16:00","p","143","1","993","8"
"1593","Pon","16:15-17:00","n","143","13","1010","5"
"1594","Pon","16:15-17:00","p","143","13","1011","5"
"1595","Wt","16:15-17:00","n","141","67","308","1"
"1596","Wt","16:15-17:00","p","140","67","309","1"
"1597","Pon","17:00-17:45","n","143","13","1010","5"
"1598","Pon","17:00-17:45","p","143","13","1011","5"
"1599","Czw","18:00-18:45","n","139","10","100","4"
"1600","Czw","18:00-18:45","p","139","10","101","4"
"1601","Czw","18:45-19:30","n","139","10","100","4"
"1602","Czw","18:45-19:30","p","139","10","101","4"
"1603","Pon"," 7:30- 8:15","p","147","1","971","8"
"1604","Wt"," 7:30- 8:15","n","148","4","454","7"
"1605","Wt"," 7:30- 8:15","p","148","4","455","7"
"1606","Czw"," 7:30- 8:15","n","148","47","200","8"
"1607","Pt"," 7:30- 8:15","n","149","123","170","33"
"1608","Pt"," 7:30- 8:15","p","149","123","171","33"
"1609","Pon"," 8:15- 9:00","p","147","1","971","8"
"1610","Wt"," 8:15- 9:00","n","148","4","454","7"
"1611","Wt"," 8:15- 9:00","p","148","4","455","7"
"1612","Sr"," 8:15- 9:00","n","150","159","905","34"
"1613","Sr"," 8:15- 9:00","p","151","159","978","34"
"1614","Czw"," 8:15- 9:00","n","148","47","200","8"
"1615","Pt"," 8:15- 9:00","n","149","123","170","33"
"1616","Pt"," 8:15- 9:00","p","149","123","171","33"
"1617","Pon"," 9:15-10:00","n","147","11","118","4"
"1618","Pon"," 9:15-10:00","p","147","2","922","1"
"1619","Wt"," 9:15-10:00","n","148","4","454","7"
"1620","Wt"," 9:15-10:00","p","148","4","455","7"
"1621","Sr"," 9:15-10:00","n","150","159","905","34"
"1622","Sr"," 9:15-10:00","p","151","159","978","34"
"1623","Czw"," 9:15-10:00","n","147","11","930","34"
"1624","Czw"," 9:15-10:00","p","147","125","247","35"
"1625","Pt"," 9:15-10:00","n","149","123","170","33"
"1626","Pt"," 9:15-10:00","p","149","123","171","33"
"1627","Pon","10:00-10:45","n","147","11","118","4"
"1628","Pon","10:00-10:45","p","147","2","922","1"
"1629","Wt","10:00-10:45","n","147","4","454","7"
"1630","Wt","10:00-10:45","p","147","4","455","7"
"1631","Sr","10:00-10:45","n","150","159","905","34"
"1632","Sr","10:00-10:45","p","151","159","978","34"
"1633","Czw","10:00-10:45","n","147","11","930","34"
"1634","Czw","10:00-10:45","p","147","125","247","35"
"1635","Pt","10:00-10:45","n","152","123","170","33"
"1636","Pt","10:00-10:45","p","152","123","171","33"
"1637","Wt","11:00-11:45","n","149","124","44","36"
"1638","Wt","11:00-11:45","p","149","124","45","36"
"1639","Sr","11:00-11:45","n","153","6","186","6"
"1640","Sr","11:00-11:45","p","153","6","187","6"
"1641","Czw","11:00-11:45","n","150","67","308","1"
"1642","Czw","11:00-11:45","p","151","67","309","1"
"1643","Czw","11:00-11:45","p","154","123","247","37"
"1644","Pt","11:00-11:45","n","152","123","170","33"
"1645","Pt","11:00-11:45","p","152","123","171","33"
"1646","Wt","11:45-12:30","n","149","124","44","36"
"1647","Wt","11:45-12:30","p","149","124","45","36"
"1648","Sr","11:45-12:30","n","153","6","186","6"
"1649","Sr","11:45-12:30","p","153","6","187","6"
"1650","Czw","11:45-12:30","n","150","67","308","1"
"1651","Czw","11:45-12:30","p","151","67","309","1"
"1652","Czw","11:45-12:30","p","154","123","247","37"
"1653","Pt","11:45-12:30","n","152","123","170","33"
"1654","Pt","11:45-12:30","p","152","123","171","33"
"1655","Wt","12:45-13:30","n","152","124","44","36"
"1656","Wt","12:45-13:30","p","152","124","45","36"
"1657","Wt","12:45-13:30","p","149","34","57","4"
"1658","Sr","12:45-13:30","n","153","6","186","6"
"1659","Sr","12:45-13:30","p","153","6","187","6"
"1660","Czw","12:45-13:30","n","150","67","308","1"
"1661","Czw","12:45-13:30","p","151","67","309","1"
"1662","Czw","12:45-13:30","n","155","123","208","37"
"1663","Wt","13:30-14:15","n","152","124","44","36"
"1664","Wt","13:30-14:15","p","152","124","45","36"
"1665","Wt","13:30-14:15","p","149","34","57","4"
"1666","Sr","13:30-14:15","n","153","6","186","6"
"1667","Sr","13:30-14:15","p","153","6","187","6"
"1668","Czw","13:30-14:15","n","155","123","208","37"
"1669","Pon","14:30-15:15","n","148","19","56","4"
"1670","Pon","14:30-15:15","p","152","34","57","4"
"1671","Wt","14:30-15:15","n","150","27","56","4"
"1672","Wt","14:30-15:15","p","151","27","57","4"
"1673","Czw","14:30-15:15","p","148","67","309","1"
"1674","Pt","14:30-15:15","n","151","58","402","3"
"1675","Pt","14:30-15:15","p","150","58","403","3"
"1676","Pon","15:15-16:00","n","148","19","56","4"
"1677","Pon","15:15-16:00","p","152","34","57","4"
"1678","Wt","15:15-16:00","n","150","27","56","4"
"1679","Wt","15:15-16:00","p","151","27","57","4"
"1680","Czw","15:15-16:00","p","148","67","309","1"
"1681","Pt","15:15-16:00","n","151","58","402","3"
"1682","Pt","15:15-16:00","p","150","58","403","3"
"1683","Pon"," 7:30- 8:15","n","156","2","1023","38"
"1684","Wt"," 7:30- 8:15","p","157","79","281","38"
"1685","Sr"," 7:30- 8:15","n","158","4","1024","6"
"1686","Sr"," 7:30- 8:15","p","158","4","1025","6"
"1687","Czw"," 7:30- 8:15","n","159","44","60","39"
"1688","Czw"," 7:30- 8:15","p","156","2","1026","40"
"1689","Pt"," 7:30- 8:15","p","160","82","1027","41"
"1690","Pon"," 8:15- 9:00","n","156","2","1023","38"
"1691","Wt"," 8:15- 9:00","p","157","79","281","38"
"1692","Sr"," 8:15- 9:00","n","158","4","1024","6"
"1693","Sr"," 8:15- 9:00","p","158","4","1025","6"
"1694","Czw"," 8:15- 9:00","n","159","44","60","39"
"1695","Czw"," 8:15- 9:00","p","156","2","1026","40"
"1696","Pt"," 8:15- 9:00","p","160","82","1027","41"
"1697","Wt"," 9:15-10:00","n","157","71","220","42"
"1698","Wt"," 9:15-10:00","n","157","71","221","42"
"1699","Wt"," 9:15-10:00","n","161","79","1028","38"
"1700","Wt"," 9:15-10:00","p","161","41","1029","39"
"1701","Sr"," 9:15-10:00","p","159","71","311","42"
"1702","Czw"," 9:15-10:00","n","157","86","138","43"
"1703","Czw"," 9:15-10:00","p","156","2","1026","40"
"1704","Pt"," 9:15-10:00","n","156","1","1030","44"
"1705","Pt"," 9:15-10:00","p","156","1","1031","44"
"1706","Wt","10:00-10:45","n","157","71","220","42"
"1707","Wt","10:00-10:45","n","157","71","221","42"
"1708","Wt","10:00-10:45","n","161","79","1028","38"
"1709","Wt","10:00-10:45","p","161","41","1029","39"
"1710","Sr","10:00-10:45","p","159","71","311","42"
"1711","Czw","10:00-10:45","n","157","86","138","43"
"1712","Czw","10:00-10:45","p","157","22","135","40"
"1713","Pt","10:00-10:45","n","156","1","1030","44"
"1714","Pt","10:00-10:45","p","156","1","1031","44"
"1715","Pon","11:00-11:45","n","156","1","1032","41"
"1716","Pon","11:00-11:45","p","156","1","1033","41"
"1717","Wt","11:00-11:45","n","159","75","144","41"
"1718","Wt","11:00-11:45","n","159","71","139","43"
"1719","Wt","11:00-11:45","n","160","71","1034","43"
"1720","Wt","11:00-11:45","p","160","19","1035","45"
"1721","Sr","11:00-11:45","n","162","114","1036","46"
"1722","Sr","11:00-11:45","p","162","114","1037","46"
"1723","Czw","11:00-11:45","n","157","86","138","43"
"1724","Czw","11:00-11:45","p","157","22","135","40"
"1725","Pt","11:00-11:45","n","156","2","1038","39"
"1726","Pt","11:00-11:45","p","156","2","1039","46"
"1727","Pon","11:45-12:30","n","156","1","1032","41"
"1728","Pon","11:45-12:30","p","156","1","1033","41"
"1729","Wt","11:45-12:30","n","159","75","144","41"
"1730","Wt","11:45-12:30","n","159","71","139","43"
"1731","Wt","11:45-12:30","n","160","71","1034","43"
"1732","Wt","11:45-12:30","p","160","19","1035","45"
"1733","Sr","11:45-12:30","n","162","114","1036","46"
"1734","Sr","11:45-12:30","p","162","114","1037","46"
"1735","Czw","11:45-12:30","p","157","22","135","40"
"1736","Pt","11:45-12:30","n","156","2","1038","39"
"1737","Pt","11:45-12:30","p","156","2","1039","46"
